,cast,revenue
940,Eddie Marsan,1254163966
941,Jo Yang,0
942,Patrick Wilson,1076973348
943,Jordana Brewster,2043046028
944,Kevin McKidd,648887926
945,Bryce Johnson,0
946,Tara Flynn,0
947,Alan Stanford,0
948,Martin Sheen,1865619313
949,Amy Grant,0
950,Patrick Fitzsymons,0
951,Jodelle Ferland,136139399
952,Sunny Suljic,0
953,Matt Bellefleur,0
954,Fulvio Cecere,0
955,Rachel Bernard,0
956,Belle Knox,0
957,Tressa Silguero,0
958,Kendall Plemons,0
959,Cassidy Gifford,72453410
960,Ryan Shoos,42664410
961,Pfeifer Brown,42664410
962,Reese Mishler,42664410
963,Price T. Morgan,42664410
964,Matthew Broderick,2260870386
965,Alice Eve,79759549
966,Phil Burke,0
967,Gia Crovatin,0
968,Monique Candelaria,0
969,Sarah Butler,572809
970,Jennifer Landon,0
971,Doug McKeon,27948393
972,Gabriel Hogan,0
973,Harley Jane Kozak,25416986
974,Winona Ryder,1317386865
975,Edoardo Ballerini,0
976,Jim Gaffigan,0
977,Anthony Edwards,591955298
978,Angelina Jolie,5300902681
979,MÃ©lanie Laurent,448947609
980,Melvil Poupaud,16326923
981,Niels Arestrup,3334927
982,C. Thomas Howell,105600582
983,Sean Astin,340484783
984,Jon Voight,3008363709
985,Virginia Williams,0
986,Brando Eaton,0
987,Stephanie Hunt,0
988,Sarah Dugdale,0
989,Alisha Newton,0
990,Hilary Jardine,0
991,Richard Harmon,0
992,Isla Fisher,1156777866
993,Anson Mount,61141030
994,Gillian Jacobs,21658276
995,Eva Longoria,93589686
996,Andrew Cheney,1236094
997,John Rhys-Davies,1151907430
998,Kara Killmer,1236094
999,Adetokumboh M'Cormack,1236094
1000,Steve Blackwood,1236094
1001,Kim Basinger,1192122266
1002,Jordan Prentice,0
1003,Sebastian Schipper,0
1004,Robert Hunger-BÃ¼hler,0
1005,Robert Duvall,1841669209
1006,Josh Hartnett,1004755143
1007,Adriana Barraza,139520380
1008,Jim Parrack,219963748
1009,Danny Huston,759582574
1010,Joe Cole,0
1011,Alan McKenna,0
1012,Ian Pirie,0
1013,Andrea Riseborough,296912196
1014,Emily Alyn Lind,0
1015,Heather Doerksen,0
1016,William Ainscough,0
1017,Bob Odenkirk,17938830
1018,T.J. Miller,652263211
1019,Susan Sarandon,1243619855
1020,Jennifer Coolidge,363044715
1021,Gillian Anderson,487350633
1022,Callan McAuliffe,146248042
1023,Steven Mackintosh,91327197
1024,RZA,138956488
1025,Dustin Nguyen,0
1026,Eugenia Yuan,0
1027,Pim Bubear,0
1028,Josh Keaton,252712101
1029,Danica McKellar,1156000
1030,Rupert Penry-Jones,741394
1031,Ellie Botterill,0
1032,Pavel Douglas,0
1033,Colin McFarlane,0
1034,Carlos PenaVega,0
1035,George Lopez,402633941
1036,Jamie Lee Curtis,1074267925
1037,Marisa Tomei,1172980306
1038,David Del Rio,0
1039,Haley Joel Osment,1101946960
1040,Minka Kelly,40492759
1041,Noah Wyle,0
1042,Adelaide Clemens,52377714
1043,Juliana Harkavy,0
1044,Joshua Mikel,0
1045,J. Larose,0
1046,Natalie Victoria,0
1047,Sarah Sculco,0
1048,Carrie-Anne Moss,2155495158
1049,Xavier Samuel,29326394
1050,Tony Todd,189349263
1051,Robert Hetrick,0
1052,JosÃ© Manuel Mireles Valverde,0
1053,Alex Ashbaugh,0
1054,Dale Pavinkski,0
1055,Lili Mirojnick,0
1056,Andrea Navedo,0
1057,Rupert Grint,7696691044
1058,Ron Perlman,1724659332
1059,Robert Sheehan,90565421
1060,Stephen Campbell Moore,78224748
1061,Eric Lampaert,0
1062,Teyonah Parris,0
1063,Nick Cannon,57588485
1064,Jennifer Hudson,200061264
1065,Danny Glover,2012638578
1066,John Amos,302808829
1067,Loni Love,0
1068,Jimmy Bennett,512536768
1069,Alan Cumming,776753967
1070,Elijah Kelley,13603453
1071,Meredith Anne Bull,13603453
1072,Sam Palladio,13603453
1073,Octavia Spencer,163605740
1074,Bill Burr,21571189
1075,Jesse Metcalfe,45398232
1076,Meghan Ory,0
1077,Virginia Madsen,401272769
1078,Dennis Haysbert,235918781
1079,Milo Cawthorne,0
1080,Kimberley Crossman,0
1081,Sam Berkley,0
1082,Delaney Tabron,0
1083,Colin Moy,0
1084,Benjamin Bratt,1756826308
1085,Michael C. Hall,41266925
1086,Tamara Taylor,13035599
1087,Jason Isaacs,787573563
1088,Paget Brewster,0
1089,Elizabeth Olsen,566315067
1090,David Krumholtz,388272118
1091,Bradley Whitford,309484116
1092,Maddie Hasson,1646788
1093,January Jones,351246786
1094,Jake Abel,290140882
1095,Bruce Greenwood,1534785847
1096,Kate Beahan,274134386
1097,Matt Bettinelli-Olpin,0
1098,Susan Burke,0
1099,Zoe Cooper,0
1100,Gerald Downey,0
1101,Walter Koenig,139000000
1102,Manu Intiraymi,0
1103,Bruce A. Young,16668552
1104,Gary Graham,17233166
1105,David Morse,1174313694
1106,Rainn Wilson,933971767
1107,Jared Breeze,0
1108,Mike Vogel,343073693
1109,Zuleikha Robinson,108103450
1110,Mindy Kaling,0
1111,Ben Foster,454531718
1112,Chris O'Dowd,320980766
1113,Dustin Hoffman,4157926700
1114,Jesse Plemons,31544508
1115,Lee Pace,23029546
1116,Aml Ameen,348484861
1117,Andre Royo,0
1118,Taissa Farmiga,19145732
1119,Malin Ã…kerman,671652259
1120,Nina Dobrev,170021271
1121,Alexander Ludwig,106303988
1122,Alia Shawkat,3932602
1123,Henry Rollins,8668027
1124,Jordan Todosey,0
1125,Steven Ogg,0
1126,James Cade,0
1127,Paul Shaffer,0
1128,Miley Cyrus,563967227
1129,Michael Cera,545573932
1130,Craig Roberts,864659
1131,Georgia King,0
1132,Tom Riley,0
1133,Jim Piddock,0
1134,Garrett Coffey,0
1135,Caon Mortenson,0
1136,Riley Jane,0
1137,Taylor Coliee,0
1138,Luke Davis,0
1139,Aubrey Peeples,2333684
1140,Aurora Perrineau,2333684
1141,Hayley Kiyoko,2333684
1142,Barnaby Carpenter,2333684
1143,Christian Slater,1061104009
1144,Wilmer Valderrama,2500000
1145,Piper Perabo,512751524
1146,Michaela McManus,0
1147,Michael Moore,201154012
1148,Krista Kiuru,0
1149,Tim Walker,0
1150,Idris Elba,1229384627
1151,Opeyemi Fagbohungbe,90777
1152,Abraham Attah,90777
1153,Richard Pepple,90777
1154,Ama K. Abebrese,90777
1155,William Shatner,1122045118
1156,George Buza,0
1157,Rob Archer,0
1158,ZoÃ© De Grand Maison,0
1159,Alex Ozerov,0
1160,Peter Mullan,28209073
1161,Agyness Deyn,0
1162,Kevin Guthrie,0
1163,Hugh Ross,0
1164,Douglas Rankine,0
1165,Chad McKnight,4505
1166,Brianne Davis,4505
1167,AJ Bowen,14610631
1168,Scott Poythress,254410
1169,Michael Ironside,337899690
1170,Katrina Law,0
1171,Donna Mills,10600000
1172,Aaron O'Connell,0
1173,Melanie Nelson,0
1174,Anna Lise Phillips,0
1175,Jack Campbell,0
1176,Katie Moore,0
1177,Hamish Phillips,0
1178,Kieran Thomas McNamara,0
1179,Maria Bello,1354253703
1180,Frank Grillo,215933341
1181,Cody Horn,170608571
1182,Dustin Milligan,13513458
1183,Megan Park,11234000
1184,Kal Penn,254183634
1185,Claudia Lee,0
1186,Kenny Wormald,92185104
1187,Toby Hemingway,0
1188,Luke Baines,0
1189,Robert Carlyle,949700160
1190,Ashley Jensen,0
1191,James Cosmo,641
1192,Sidse Babett Knudsen,0
1193,Chiara D'Anna,0
1194,Monica Swinn,0
1195,Eugenia Caruso,0
1196,Fatma Mohamed,0
1197,Katharine Isabelle,7316658
1198,Christopher Lloyd,1950423924
1199,Kyle Schmid,0
1200,Emily VanCamp,5802422
1201,Michael Nyqvist,82167945
1202,Ana Mulvoy Ten,0
1203,Talia Balsam,0
1204,Ali Ahn,0
1205,Casper Van Dien,327285879
1206,Rileah Vanderbilt,3065860
1207,Milynn Sarley,0
1208,Lauren Parkinson,0
1209,Marah Fairclough,0
1210,Jeffrey Tambor,815290734
1211,Mike White,132054266
1212,Max Charles,272912430
1213,Jeff Bennett,109862682
1214,Dusan Brown,0
1215,Sarah Hyland,22930
1216,James Earl Jones,1611310043
1217,Sarah Gadon,252683498
1218,Rupert Everett,355371886
1219,Jessica Rothe,0
1220,Michael Monks,0
1221,Mark Hapka,0
1222,Eric Jungmann,0
1223,Carmen Ejogo,215937770
1224,Stephen McHattie,57700828
1225,Janet-Laine Green,830129
1226,Mike Mizanin,0
1227,Melissa Roxburgh,0
1228,Josh Blacker,0
1229,Matthew MacCaull,0
1230,Paul McGillion,0
1231,Keir Gilchrist,19991240
1232,Pollyanna McIntosh,0
1233,Samuel Witwer,0
1234,Adrienne Barbeau,21378361
1235,Mickey Rourke,1128838084
1236,Freida Pinto,866216729
1237,Maruia Shelton,0
1238,Carolina GÃ³mez,0
1239,Mischa Barton,678286605
1240,Luke Goss,13349362
1241,Michael ParÃ©,13874387
1242,Julie Guevara,0
1243,Dieter Laser,0
1244,Laurence R. Harvey,0
1245,Robert LaSardo,0
1246,Tommy 'Tiny' Lister,28215918
1247,Jay Tavare,30822861
1248,Lou Taylor Pucci,106585841
1249,Nadia Hilker,49970
1250,Nick Nevern,49970
1251,Augie Duke,49970
1252,Jeremy Gardner,49970
1253,Miranda Cosgrove,970761885
1254,Donal Logue,494945324
1255,Tom Sizemore,1053160173
1256,Jenessa Grant,0
1257,Austin Butler,57881056
1258,Barbara Crampton,3284414
1259,Andrew Sensenig,15744080
1260,Lisa Marie,14567
1261,Larry Fessenden,0
1262,Monte Markham,4215859
1263,Haviland Stillwell,0
1264,Karen Strassman,0
1265,Cameron Clarke,0
1266,Todd Haberkorn,0
1267,Laura Bailey,0
1268,Karrueche Tran,0
1269,Jaason Simmons,0
1270,Rob Van Dam,0
1271,Jena Sims,0
1272,Ed Quinn,0
1273,Michael Dudikoff,0
1274,Rick Fox,0
1275,"Chad ""Gunner"" Lail",0
1276,Molly Hagan,0
1277,Anna Hutchison,66486080
1278,Andrea Whitburn,0
1279,Jennifer Koenig,0
1280,Don Knodel,0
1281,Michael Dickson,0
1282,Lyndsy Fonseca,498974
1283,Michael Doneger,0
1284,Bruce Campbell,112137267
1285,Sonya Walger,0
1286,Troian Bellisario,0
1287,Bailey Noble,0
1288,Kate Burton,8426148
1289,Caitlin Carmichael,0
1290,Melissa Tracy,0
1291,Mark Webber,1252287
1292,Lucy Griffiths,0
1293,David Clayton Rogers,0
1294,Laura Marano,0
1295,Leigh-Allyn Baker,0
1296,Christian Campbell,2049595
1297,Kiana Madeira,0
1298,Christian Paul,0
1299,Reid Warner,0
1300,Darrin Bragg,0
1301,Ben Rovner,0
1302,Jelena Nik,0
1303,Roy Abramsohn,0
1304,Jhey Castles,0
1305,Jason Woods,0
1306,Grace Van Dien,0
1307,Elaine Partnow,0
1308,Lane Townsend,0
1309,Connie Nielsen,662332800
1310,Peter Fonda,70016220
1311,Bryan Batt,0
1312,Jacqueline Kim,227015089
1313,James Urbaniak,7338373
1314,Freya Adams,0
1315,Ken Jeong,1900196639
1316,Nigel Barber,0
1317,Jeremy Chabriel,0
1318,Florence Mezzara,0
1319,Sosina Wogayehu,0
1320,Katherine McNamara,0
1321,Ryan McCartan,0
1322,Laine MacNeil,0
1323,Briana Buckmaster,0
1324,Joseph Fiennes,501505396
1325,Hugo Weaving,2515346022
1326,Lisa Flanagan,17472
1327,Megan Alston,17472
1328,Emma Roberts,478969703
1329,Sarah Silverman,620324374
1330,Adam Aalderks,0
1331,Rob Lowe,676510747
1332,Paz Vega,94653231
1333,Candice Bergen,555038840
1334,Seychelle Gabriel,0
1335,Jude Ciccolella,0
1336,Cristiano Ronaldo,0
1337,Paul Haggis,0
1338,Jason Beghe,53513733
1339,Alex Gibney,876703
1340,Lawrence Wright,0
1341,Sherry Stringfield,16757163
1342,Lena Headey,923249613
1343,Richard Dreyfuss,1568799698
1344,John Cho,102817243
1345,Noah Segan,47042000
1346,Steven Luke,0
1347,Munro Chambers,0
1348,Laurence Leboeuf,0
1349,Aaron Jeffery,56000
1350,Edwin Wright,0
1351,Jordyn Kane,0
1352,Chiara Zanni,0
1353,Bethany Brown,0
1354,Michael Dobson,0
1355,Julie Benz,137039804
1356,Carter Jenkins,57881056
1357,Cesar Garcia,0
1358,Mercy Malick,0
1359,Lisa Pelikan,37807854
1360,David Spade,956202124
1361,Brittany Daniel,97808731
1362,Dennis Miller,1163072071
1363,Christopher Walken,2169562970
1364,Adam Beach,174516209
1365,Pierre Coffin,0
1366,Chris Renaud,0
1367,June Squibb,144939149
1368,Rhea Perlman,50404222
1369,Mary Kay Place,313010405
1370,Aarti Mann,7850335
1371,Tom Selleck,475540545
1372,William Devane,29609020
1373,Gloria Reuben,101646581
1374,Luke Perry,0
1375,Leslie Hope,3468572
1376,Bob Belleville,494506
1377,Chrisann Brennan,494506
1378,Nolan Bushnell,494506
1379,Jason Chen,494506
1380,Nick Denton,494506
1381,Spencer Locke,140175006
1382,Angeline Appel,0
1383,Lauren York,0
1384,Steffani Brass,0
1385,David Shatraw,0
1386,ClÃ©mence PoÃ©sy,67695458
1387,David Morrissey,211296516
1388,Laura Birn,0
1389,Deborah Findlay,0
1390,Michael Gross,48572000
1391,Jamie Kennedy,172363301
1392,Pearl Thusi,0
1393,Rea Rangaka,0
1394,Brandon Auret,0
1395,David Oyelowo,357645966
1396,Michael Kenneth Williams,85647916
1397,Mimi Rogers,315057027
1398,Leonor Varela,186121848
1399,Jai Koutrae,0
1400,Kendra Appleton,0
1401,Todd Lascane,0
1402,Bren Foster,0
1403,Brendan Clearkin,0
1404,Michelle Ryan,2294291
1405,Gale Harold,0
1406,Leo Howard,0
1407,Jewel Staite,0
1408,Lauren Holly,716952121
1409,Lauren Lee Smith,0
1410,Natalie Brown,0
1411,Nicholas Braun,10200958
1412,Mackenzie Davis,26135040
1413,Ed Westwick,5920415
1414,Vanessa Hudgens,544114967
1415,Keegan-Michael Key,70958
1416,Tina Ivlev,0
1417,Richard Tyson,207190947
1418,Bianca Malinowski,0
1419,Kris Kjornes,0
1420,Dustin Quick,0
1421,Roger Craig Smith,0
1422,Chris Diamantopoulos,54883366
1423,Kari Wuhrer,0
1424,Simone Kessell,0
1425,Tamsin Egerton,25917557
1426,Alice Englert,61057838
1427,Bipasha Basu,46396427
1428,Ryan Corr,9630444
1429,Craig Stott,0
1430,Sarah Snook,3000000
1431,Anthony LaPaglia,129200694
1432,Lance Henriksen,337278081
1433,Matt Winston,0
1434,Camille Balsamo,0
1435,Giovonnie Samuels,0
1436,Winston James Francis,0
1437,Dana Snyder,0
1438,Will Friedle,0
1439,Charlie Schlatter,0
1440,Gregg Turkington,0
1441,Lotte Verbeek,0
1442,Dean Stockwell,28198587
1443,Luke Wilson,556736803
1444,Kevin Corrigan,168142705
1445,Billy Crudup,1243348632
1446,Olivia Thirlby,257968051
1447,Malin Buska,0
1448,Lucas Bryant,0
1449,Queen Latifah,2696764757
1450,Mo'Nique,86592335
1451,Mike Epps,377426429
1452,Tika Sumpter,153997819
1453,William Mapother,185251537
1454,Rya Kihlstedt,79082515
1455,Sharon Maughan,0
1456,Anne Betancourt,0
1457,John Rubinstein,10278549
1458,Robert Knepper,208945302
1459,Emily Atack,0
1460,Andrew Buckley,0
1461,Valene Kane,0
1462,Josh Charles,381306106
1463,Thomas Sadoski,52501541
1464,Mia Barron,0
1465,Terry Kinney,91467144
1466,Alan Tudyk,391323682
1467,Coco Jack Gillies,0
1468,Shane Jacobson,0
1469,Deborah Mailman,0
1470,Conrad Anker,2334228
1471,Grace Chin,2334228
1472,Jimmy Chin,2334228
1473,Amee Hinkley,2334228
1474,Patricia Clarkson,438748718
1475,Jake Weber,105810935
1476,Sarita Choudhury,177880265
1477,Patrick Stewart,2985540398
1478,Cheryl Hines,173596221
1479,Gary Cole,603124693
1480,Jon Heder,249669582
1481,James Roday,0
1482,Kara Hayward,68263166
1483,Georgie Henley,1584144587
1484,Laura Fraser,117487473
1485,Ian Ziering,0
1486,Tara Reid,48958185
1487,Cassie Scerbo,0
1488,Frankie Muniz,261462440
1489,Ryan Newman,140175006
1490,Jonathan Good,0
1491,Roger R. Cross,0
1492,Daniel Cudmore,0
1493,Lochlyn Munro,133106228
1494,Ty Olsson,0
1495,Valentino Rossi,0
1496,Jorge Lorenzo,0
1497,Casey Stoner,0
1498,Dani Pedrosa,0
1499,Jessica Szohr,83212599
1500,Robert Davi,217561139
1501,Jay R. Ferguson,99361582
1502,Al Sapienza,4444
1503,Taryn Manning,127904869
1504,Raymond Cruz,0
1505,Katie Sarife,0
1506,Samantha Droke,0
1507,Pam Grier,161384843
1508,Hayden Christensen,1824430832
1509,Hudson Meek,4842699
1510,Bobby Batson,4842699
1511,Elizabeth Hunter,4842699
1512,Steve Guttenberg,509850048
1513,Nia Peeples,8143225
1514,Patrick Renna,32416586
1515,Carlos Bernard,0
1516,Michael Winslow,158444341
1517,Cobie Smulders,206086643
1518,Gail Bean,0
1519,Elizabeth McGovern,7237794
1520,Robyn Coffin,0
1521,Rosario Dawson,1196175485
1522,Nathan Fillion,101311917
1523,Christopher Gorham,5155325
1524,Matt Lanter,203432753
1525,James Norton,0
1526,Howard Ward,0
1527,Elizabeth Rider,0
1528,Sienna Guillory,921264335
1529,Gianni Capaldi,0
1530,Enzo Cilenti,42333295
1531,Michele Hicks,0
1532,Sonja Kinski,0
1533,Hannah Murray,0
1534,Steven Waddington,0
1535,Adrian Rawlins,26501323
1536,Josh O'Connor,0
1537,Patricia Potter,0
1538,Missy Peregrym,0
1539,Jeff Roop,0
1540,Eric Balfour,174086978
1541,Nicholas Campbell,0
1542,Andrew J. West,0
1543,Justin Kirk,30905
1544,Ashley Benson,31724284
1545,Matt McGorry,0
1546,Michael William Freeman,0
1547,Rebecca Naomi Jones,0
1548,Alex Cranmer,0
1549,Miranda Richardson,744778242
1550,Sophie Rundle,0
1551,Kyle Soller,0
1552,Mia Goth,0
1553,Martin McCann,0
1554,Olwen FouÃ©rÃ©,0
1555,Barry Ward,0
1556,Andrew Simpson,0
1557,Fergus Riordan,149217355
1558,Madeleine Kelly,0
1559,McKell David,0
1560,Darren Evans,0
1561,Natifa Mai,0
1562,Maria Thayer,0
1563,Chris Marquette,215291545
1564,Ray Wise,77409504
1565,Michael Cassidy,0
1566,Syd Wilder,0
1567,Colin Hanks,625247825
1568,Justin Chatwin,627658814
1569,Dylan Everett,0
1570,Jayne Eastwood,0
1571,Kathryn Prescott,0
1572,Gabriel Basso,0
1573,Sean Gunn,0
1574,Jacob Zachar,0
1575,Aurelia Scheppers,0
1576,Lea Thompson,1217205579
1577,Michael J. Fox,2003287306
1578,Robert Zemeckis,0
1579,Dan Harmon,0
1580,Abigail Hardingham,0
1581,Cian Barry,0
1582,Fiona O'Shaughnessy,0
1583,David Troughton,0
1584,Elizabeth Elvin,0
1585,Grace Phipps,0
1586,Sierra McCormick,0
1587,Lexi Atkins,14947
1588,Spencer Breslin,529296579
1589,Jed Brophy,0
1590,Jeffrey Thomas,0
1591,Laura Petersen,0
1592,Johnny Messner,156625356
1593,Michael DeMello,0
1594,Jordan Gelber,0
1595,Tuffy Questell,0
1596,Kevin Smith Kirkwood,0
1597,Adam Pally,0
1598,Rosa Salazar,0
1599,Rob Huebel,0
1600,Tony Hale,0
1601,Peter Krause,2037545
1602,Mitchel Musso,140175006
1603,Dean Geyer,0
1604,Nikki Leigh,0
1605,Brooke Butler,0
1606,Jake Johnson,305271591
1607,Orlando Bloom,6506218550
1608,Emile Hirsch,481525685
1609,Emily Mortimer,1212284817
1610,Niamh Algar,0
1611,Stephen Cromwell,0
1612,Gerry O'Brien,0
1613,Ged Murray,0
1614,Aaron Eckhart,2149287499
1615,Finn Wittrock,163442937
1616,Robin Tunney,469028131
1617,Michael Reilly Burke,9444018
1618,Kate Ashfield,30039392
1619,Ty Simpkins,0
1620,Ryan Simpkins,0
1621,Amy Smart,525689291
1622,Mark Feuerstein,374111707
1623,Henry Winkler,517790173
1624,Jason Alexander,704493600
1625,Lily Tomlin,97789015
1626,Julia Garner,22348135
1627,Marcia Gay Harden,722517461
1628,Judy Greer,1114908353
1629,Laverne Cox,7087452
1630,Jordan James Smith,0
1631,Sara Fabel,0
1632,Tiffany DeMarco,0
1633,Claire Garvey,0
1634,Maiara Walsh,0
1635,Diego Boneta,59418613
1636,Jocelin Donahue,0
1637,AndrÃ©s Velencoso,0
1638,Ã€lex Monner,0
1639,Stephen Lang,3006325354
1640,Kelly Blatz,14862692
1641,Brittany Curran,0
1642,Gage Golightly,0
1643,Nick Nicotera,0
1644,Jamie Chung,815796209
1645,Richard Ng,0
1646,Sarah Lian,0
1647,Ines Laimins,0
1648,Jonathan Gordon,0
1649,Jason Ralph,0
1650,Haaz Sleiman,9234510
1651,Britt Lower,0
1652,Meghann Fahy,0
1653,Alfred Molina,2236303160
1654,Jim Belushi,346939030
1655,Julianne Hough,310075854
1656,Teddy Sears,0
1657,Madalyn Horcher,0
1658,Drew Rausch,0
1659,Penelope Mitchell,0
1660,Jean-Claude Van Damme,574024686
1661,John Ralston,0
1662,Darren Shahlavi,0
1663,Aki Aleong,6193901
1664,Jason Tobin,0
1665,Maisie Williams,0
1666,Ella Purnell,0
1667,Haruka Abe,0
1668,Jake Davies,0
1669,Wilson Haagens,0
1670,Cameron Bright,95478207
1671,Logan Huffman,0
1672,Malala Yousafzai,2642899
1673,Ziauddin Yousafzai,2642899
1674,Toor Pekai Yousafzai,2642899
1675,Khushal Yousafzai,2642899
1676,Atal Yousafzai,2642899
1677,Aubrey Plaza,7662290
1678,Anton Yelchin,988723511
1679,CiarÃ¡n Hinds,933728978
1680,Mira Sorvino,81521621
1681,Alexa PenaVega,468527249
1682,Cybill Shepherd,57395574
1683,Karen Gillan,44030246
1684,Ross Lynch,0
1685,Maia Mitchell,0
1686,Garrett Clayton,0
1687,John DeLuca,0
1688,Ana Golja,0
1689,Jennifer Beals,328302375
1690,Ashanti Bromfield,0
1691,Trevor Tordjman,0
1692,Jake Epstein,0
1693,Elodie Yung,8786375
1694,Jonathan Pryce,547293602
1695,Robert Bathurst,0
1696,James Callis,2159041
1697,Graham Phillips,0
1698,Zack Pearlman,0
1699,Ashley Greene,2130118157
1700,Kate Walsh,123989091
1701,Gina Gershon,433538625
1702,Kevin Alejandro,0
1703,Meaghan Jette Martin,0
1704,Tommy Savas,0
1705,Annie Monroe,0
1706,Jackie Tohn,0
1707,Page Kennedy,0
1708,Scott Adkins,62681759
1709,Nick Chinlund,397482510
1710,Caitlin Keats,0
1711,Jake La Botz,113244290
1712,Tony Perez,2043704
1713,Conal Byrne,0
1714,Amy Seimetz,453319
1715,Tim Habeger,0
1716,Adam Fristoe,0
1717,Patrick Fugit,75553360
1718,Kate Lyn Sheil,0
1719,Kentucker Audley,9221
1720,Portia Doubleday,166171522
1721,Marc-AndrÃ© Grondin,161820
1722,Chris Noth,1133394440
1723,Natalie Krill,161820
